,Unnamed: 0,Top ten entry date,Single,Artist(s),Peak,Peak date,Weeks in top ten,Spotify id
2535,2535,December 22,All I Need,Jack Wagner,2,January 12,6,7LLBFAlUOE6rUHDePQL57a
2536,2536,December 22,Valotte,Julian Lennon,9,January 12,4,2SPU97neddixGZ3wCMLAwx
2537,2537,January 5,Run to You,Bryan Adams,6,January 19,4,2RWFncSWZEhSRRifqiDNVV
2538,2538,January 5,You're the Inspiration,Chicago,3,January 19,6,36lkJSDyMEZoWTqtRj8Q8q
2539,2539,January 12,Born in the U.S.A.,Bruce Springsteen,9,January 19,2,7FwBtcecmlpc1sLySPXeGE
2540,2540,January 19,I Want to Know What Love Is,Foreigner,1,February 2,8,1JLn8RhQzHz3qDqsChcmBl
2541,2541,January 19,Easy Lover,Philip Bailey and Phil Collins,2,February 2,7,5LYJ631w9ps5h9tdvac7yP
2542,2542,January 19,Careless Whisper,Wham! featuring George Michael,1,February 16,9,N
2543,2543,January 26,The Boys of Summer,Don Henley,5,February 9,4,4gvea7UlDkAvsJBPZAd4oB
2544,2544,January 26,Loverboy,Billy Ocean,2,February 23,6,1rG2EZw9GJuBPleLhS64sn
2545,2545,January 26,I Would Die 4 U,Prince and the Revolution,8,February 2,3,6fBwVe6udYdnRqwqo06if8
2546,2546,February 2,Method of Modern Love,Hall & Oates,5,February 16,4,58U8hRjWQdGCGQ1Y42SJFp
2547,2547,February 2,Neutron Dance,The Pointer Sisters,6,February 16,6,3Uyxe1fbF4zWSEwy38qgMw
2548,2548,February 16,Can't Fight This Feeling,REO Speedwagon,1,March 9,8,5WwqdeavrQrbeAMDxGawse
2549,2549,February 16,The Heat Is On,Glenn Frey,2,March 16,6,0PXw9NKvolWTo7U9JkNzmc
2550,2550,February 16,California Girls,David Lee Roth,3,March 2,5,4H3vuLX59XPqdtTpIesGyS
2551,2551,February 23,Sugar Walls,Sheena Easton,9,March 2,3,4kVE7IVF3ZlD1d7k08dmVY
2552,2552,March 2,The Old Man Down the Road,John Fogerty,10,March 2,1,0tkfgenYMiMQPIma894lgc
2553,2553,March 9,Material Girl,Madonna,2,March 23,6,22sLuJYcvZOSoLLRYev1s5
2554,2554,March 9,Too Late for Goodbyes,Julian Lennon,5,March 23,5,2SPU97neddixGZ3wCMLAwx
2555,2555,March 9,Misled,Kool & the Gang,10,March 9,1,1kMInPKhtOag4FX4cMlqOT
2556,2556,March 16,One More Night,Phil Collins,1,March 30,6,6fkvIT9KFKxO8poBeKfaEf
2557,2557,March 16,Lovergirl,Teena Marie,4,March 30,5,13xKh7WqwxzEFYhYCJJwHg
2558,2558,March 16,Private Dancer,Tina Turner,7,March 23,3,3ErsOxqe2RmXkR65wkygDz
2559,2559,March 16,Relax,Frankie Goes to Hollywood,10,March 16,2,2K22nUTdyr48JDwI5t906t
2560,2560,March 23,High on You,Survivor,8,March 23,2,0kly0FygSDXVbvbXxsZ31S
2561,2561,March 23,Only the Young,Journey,9,March 23,1,6S89Xbg2YPxmS5VfDBlZVt
2562,2562,March 30,We Are the World,USA for Africa,1,April 13,8,1E1gmpE7qEF28WoI2l7mFu
2563,2563,March 30,Crazy for You,Madonna,1,May 11,9,6G7PVlifniapyhDCmWS2VM
2564,2564,March 30,Nightshift,Commodores,3,April 20,6,23IK8TF2MSiLnuEjaYPfVV
2565,2565,April 6,I'm on Fire,Bruce Springsteen,6,April 13,4,3PzsbWSQdLCKDLxn7YZfkM
2566,2566,April 6,Rhythm of the Night,DeBarge,3,April 27,7,5yGTQzYbEdY6B9RFZJypgt
2567,2567,April 13,Obsession,Animotion,6,May 4,5,3N7GqZMpZJW69Te1bfUTc3
2568,2568,April 13,Missing You,Diana Ross,10,April 13,2,0jVfjWK9DUc5ShqwwPADyp
2569,2569,April 20,Don't You (Forget About Me),Simple Minds,1,May 18,8,3fH4KjXFYMmljxrcGrbPj9
2570,2570,April 20,One Night in Bangkok,Murray Head,3,May 18,6,6erBowZaW6Ur3vNOWhS2zM
2571,2571,April 27,Some Like It Hot,The Power Station,6,May 11,5,3QyxB6fNUFNSLyjiwkycOY
2572,2572,April 27,All She Wants to Do Is Dance,Don Henley,9,May 4,2,4yCRCEAfCMRyqCpBSd0qDp
2573,2573,May 4,Smooth Operator,Sade,5,May 18,5,1Hv1VTm8zeOeybub15mA2R
2574,2574,May 11,Everything She Wants,Wham!,1,May 25,6,5hXEcqQhEjfZdbIZLO8mf2
2575,2575,May 11,Everybody Wants to Rule the World,Tears for Fears,1,June 8,8,4RvWPyQ5RL0ao9LPZeSouE
2576,2576,May 18,Axel F,Harold Faltermeyer,3,June 1,5,2kgqupahrJpYB4r1poTXEY
2577,2577,May 25,Suddenly,Billy Ocean,4,June 8,4,65h7Qhxl2WfW31Bl6sjWAI
2578,2578,May 25,Things Can Only Get Better,Howard Jones,5,June 15,6,1RbOObDFn7GOseR1w529Zj
2579,2579,June 1,Heaven,Bryan Adams,1,June 22,6,7Ewz6bJ97vUqk5HdkvguFQ
2580,2580,June 1,In My House,Mary Jane Girls,7,June 8,5,7iyjZ4paFWpTrJJenM0yZb
2581,2581,June 1,Fresh,Kool & the Gang,9,June 8,2,1mMYaXpT65iZDtvfRA9EkE
2582,2582,June 8,Walking on Sunshine,Katrina and the Waves,9,June 22,3,05wIrZSwuaVWhcv5FfqeH0
2583,2583,June 15,Sussudio,Phil Collins,1,July 6,6,4qM461TqtpnP4GLRIXwEnW
2584,2584,June 15,Angel,Madonna,5,June 29,4,7ov1nZ2QZc3LIuCXXERZP0
2585,2585,June 22,Raspberry Beret,Prince and the Revolution,2,July 20,6,2I1W3hcSsPIsEJfD69pHrW
2586,2586,June 22,A View to a Kill,Duran Duran,1,July 13,6,6I4snLrVOrJsLdd43isc27
2587,2587,June 22,The Search Is Over,Survivor,4,July 13,5,1M3xrSPzPcKkCnXGHFPKaw
2588,2588,June 29,Would I Lie to You?,Eurythmics,5,July 13,4,1lJZSsMoWEbrgaY6CxPMf8
2589,2589,July 6,You Give Good Love,Whitney Houston,3,July 27,6,0t6DdFmFQhQYWhmfa5FJer
2590,2590,July 6,Everytime You Go Away,Paul Young,1,July 27,8,0IpfTMKENGLJcULkMnU8Rb
2591,2591,July 6,Voices Carry,'Til Tuesday,8,July 13,2,0ZYf6N5eBeXStMri0mf3DZ
2592,2592,July 13,Glory Days,Bruce Springsteen,5,August 3,5,2Y90nL1ohB4sgYELDs7uNx
2593,2593,July 13,The Goonies 'R' Good Enough,Cyndi Lauper,10,July 13,1,1hY60LJWE6B9gHV1Oi9kE5
2594,2594,July 20,If You Love Somebody Set Them Free,Sting,3,August 3,6,5Xhqe9xu6bKRSqLj1mS1SB
2595,2595,July 20,Shout,Tears for Fears,1,August 3,7,2gQaQUhDCNGfBVXTvxAmXQ
2596,2596,July 27,Sentimental Street,Night Ranger,8,July 27,2,5pSMOv1TyJhHKPCEh6ulTG
2597,2597,July 27,Never Surrender,Corey Hart,3,August 17,6,5U5p472hgeXUKvh0d8RL4K
2598,2598,July 27,Get It On (Bang a Gong),The Power Station,9,August 3,3,0UjMFyICQ7k78DX90KhATi
2599,2599,August 3,The Power of Love,Huey Lewis and the News,1,August 24,8,2olVm1lHicpveMAo4AUDRB
2600,2600,August 3,Who's Holding Donna Now,DeBarge,6,August 10,3,66rdGSb6FMm0neFXxmJdPQ
2601,2601,August 10,Freeway of Love,Aretha Franklin,3,August 31,6,0lpIVCLNQRBKffcRRNrHyh
2602,2602,August 17,St. Elmo's Fire (Man in Motion),John Parr,1,September 7,7,1A2PWRltFrX8iB8IP3CUgo
2603,2603,August 17,Summer of '69,Bryan Adams,5,August 31,4,0GONea6G2XdnHWjNZd6zt3
2604,2604,August 17,We Don't Need Another Hero (Thunderdome),Tina Turner,2,September 14,6,50XXRUFNjs85P0MjCZ1c9X
2605,2605,August 24,What About Love,Heart,10,August 24,1,5nN1jGnCadYk1jYm6oV5zN
2606,2606,August 31,Cherish,Kool & the Gang,2,September 21,7,2yCAGizViD7HZXwNYxJToQ
2607,2607,August 31,You're Only Human (Second Wind),Billy Joel,9,August 31,2,4aaOblwrIiVnScKL51pGdo
2608,2608,August 31,Money for Nothing,Dire Straits,1,September 21,8,4yqtwO7MQIIXqoiRBPHAgR
2609,2609,September 7,Don't Lose My Number,Phil Collins,4,September 28,4,2ZIzyHDYsXIHUojfr6bAbO
2610,2610,September 7,Pop Life,Prince and the Revolution,7,September 21,3,6Zs3F2lrr3L3kugrniFG5R
2611,2611,September 14,Freedom,Wham!,3,September 28,4,0PhU6i6Kei6x0CH3jocvA3
2612,2612,September 14,Invincible (Theme from The Legend of Billie Jean),Pat Benatar,10,September 14,1,N
2613,2613,September 21,Oh Sheila,Ready for the World,1,October 12,6,5PM96PMKMfD1lLX2lryUsG
2614,2614,September 21,Dress You Up,Madonna,5,October 5,4,4B2r9HXgUqRcPwUG3BYPlc
2615,2615,September 28,Take On Me,A-ha,1,October 19,7,2WfaOiMkCvy7F5fcp2zZ8L
2616,2616,September 28,Saving All My Love for You,Whitney Houston,1,October 26,7,1lx8ddGT5wCD6W2xmLeRKG
2617,2617,September 28,Lonely Ol' Night,John Cougar Mellencamp,6,October 12,5,0TBMx8wWJkwSEVSOJUn21e
2618,2618,October 5,Dancing in the Street,Mick Jagger and David Bowie,7,October 12,3,N
2619,2619,October 5,Part-Time Lover,Stevie Wonder,1,November 2,8,0Dm43YLUlGdePpSbI1ct8h
2620,2620,October 12,Miami Vice Theme,Jan Hammer,1,November 9,7,1biP5gM7Le8S3E7GJEKgXC
2621,2621,October 19,Fortress Around Your Heart,Sting,8,October 26,3,06IsyJksK6vgJX66rU77Ij
2622,2622,October 19,Head Over Heels,Tears for Fears,3,November 9,6,5lwQGZYF4BXOzFtXc5zk8q
2623,2623,October 26,I'm Goin' Down,Bruce Springsteen,9,October 26,1,0VkDedVtP7TQDlaCMq9QVx
2624,2624,October 26,You Belong to the City,Glenn Frey,2,November 16,7,0b8eSsBka9epA2J0wnPMax
2625,2625,November 2,We Built This City,Starship,1,November 16,7,6OnfBiiSc9RGKiBKKtZXgQ
2626,2626,November 2,Lovin' Every Minute of It,Loverboy,9,November 2,1,7wxRteSKMVVYD570x3D7bx
2627,2627,November 2,Be Near Me,ABC,9,November 9,3,1l3fRzoUngJr6hSMIT1Hfq
2628,2628,November 9,Separate Lives,Phil Collins and Marilyn Martin,1,November 30,9,6DEFVerhYVJ6ZkPJiPl5Sm
2629,2629,November 9,Lay Your Hands on Me,Thompson Twins,6,November 23,4,1Jq7Z62Cs7PTJkJ1d53Xwo
2630,2630,November 16,Broken Wings,Mr. Mister,1,December 7,9,78FHUZRbFDCG6VkRAQdFLm
2631,2631,November 16,Never,Heart,4,December 7,5,4yEMyaB6PGBpQvac2yD9wZ
2632,2632,November 23,Who's Zoomin' Who,Aretha Franklin,7,November 30,3,0lpIVCLNQRBKffcRRNrHyh
2633,2633,November 30,Election Day,Arcadia,6,December 14,6,638poNnWFgzt7UJBQ5SWtM
2634,2634,November 30,Party All the Time,Eddie Murphy,2,December 28,9,6N5DRCQUSXT1qQqmqsO92B
2635,2635,November 30,Sleeping Bag,ZZ Top,8,December 14,4,1HYyXISvJslMEw9XnUDZxe
2636,2636,December 7,"Say You, Say Me",Lionel Richie,1,December 21,9,17CPezzLWzvGfpZW6X8XT0
2637,2637,December 14,Alive and Kicking,Simple Minds,3,December 28,6,2x5IXUFOcvvBUtEpnCBNlp
2638,2638,December 14,I Miss You,Klymaxx,5,December 28,7,3d6UefBBvhqHxJLZdm8scF
2639,2639,December 21,Small Town,John Cougar Mellencamp,6,December 28,5,2HsjJJL4DhPCzMlnaGv7ap
2640,2640,December 21,That's What Friends Are For,Dionne and Friends,1,January 18,10,1cOj24fUMnBSXhtp7waHVW
2641,2641,December 28,Tonight She Comes,The Cars,7,January 11[1],4,38grNTrwhKRovfJNgtN3l8
2642,2642,January 11,Talk to Me,Stevie Nicks,4,January 25,5,0lqNtjLgTJYScspOhJXxtx
2643,2643,January 11,Walk of Life,Dire Straits,7,January 25,4,423o3ZHIaBtGXyhF1uH41a
2644,2644,January 18,Burning Heart,Survivor,2,February 1,6,2VN7uPrbryJ7nE2MXX3f9a
2645,2645,January 25,I'm Your Man,Wham!,3,February 1,4,2gG7E5OZi5D5QLRIctv63z
2646,2646,January 25,My Hometown,Bruce Springsteen,6,January 25,2,6dahFmHrgncgVJjsI1ws7e
2647,2647,January 25,Spies Like Us,Paul McCartney,7,February 8,3,4zpKunH4r2FFnETG9aEhfa
2648,2648,February 1,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,2,February 15,5,5UU5FbITNm5OunvHQdsKME
2649,2649,February 1,Go Home,Stevie Wonder,10,February 1,1,5zSwmohdHeH2xmrWDFZUZZ
2650,2650,February 8,How Will I Know,Whitney Houston,1,February 15,6,5tdKaKLnC4SgtDZ6RlWeal
2651,2651,February 8,Kyrie,Mr. Mister,1,March 1,7,5BXj1QDRU77J1ngVavG1tI
2652,2652,February 8,Living in America,James Brown,4,March 1,5,4Y5yjzs9FFw5qIgfZBd43I
2653,2653,February 8,Conga,Miami Sound Machine,10,February 8,2,3FdHgoJbH3DXNtGLh56pFu
2654,2654,February 15,The Sweetest Taboo,Sade,5,March 1,4,0sKfhhj6hYyJIXnTiZV9vf
2655,2655,February 15,Sara,Starship,1,March 15,7,0HzjKCZmFhwcO2vnnHpj9q
2656,2656,February 22,Life in a Northern Town,The Dream Academy,7,February 22,3,4m3OS54KWywYhP7WD7z1cg
2657,2657,February 22,Silent Running (On Dangerous Ground),Mike + the Mechanics,6,March 8,4,N
2658,2658,March 1,Secret Lovers,Atlantic Starr,3,March 22,6,4nKPgKXfFiPW7cNex5oDtt
2659,2659,March 1,These Dreams,Heart,1,March 22,6,22wWxHGHRH8gZXNDXRgSqY
2660,2660,March 8,King for a Day,Thompson Twins,8,March 22,3,6zcPWQ6X2LlxLRBK4DGPqH
2661,2661,March 15,R.O.C.K. in the U.S.A. (A Salute to 60's Rock),John Cougar Mellencamp,2,April 5,5,0lqfBvf1Gqmmt3l5Qeirlm
2662,2662,March 15,Rock Me Amadeus,Falco,1,March 29,7,0DfG1ltJnZyq4Tx3ZLL7ZU
2663,2663,March 15,Nikita,Elton John,7,March 22,4,3G0ENKW9vzV0SuYKaWFflI
2664,2664,March 22,What You Need,INXS,5,April 12,5,04EnF5C2HvYZfGu64Bng7I
2665,2665,March 22,Kiss,Prince and the Revolution,1,April 19,7,62LJFaYihsdVrrkgUOJC05
2666,2666,March 29,Let's Go All the Way,Sly Fox,7,April 12,4,6eLDMmVI7HF7W56cOrJj00
2667,2667,March 29,This Could Be the Night,Loverboy,10,March 29,1,2Qt6mXHybGb8fitLAA97HT
2668,2668,April 5,Manic Monday,The Bangles,2,April 19,5,00vYs0qZA40Z8AAaN7xmMO
2669,2669,April 5,Addicted to Love,Robert Palmer,1,May 3,7,5izGeTxueiFX1UPFGohY9w
2670,2670,April 12,West End Girls,Pet Shop Boys,1,May 10,7,2Di0qFNb7ATroCGB3q0Ka7
2671,2671,April 12,Harlem Shuffle,The Rolling Stones,5,May 3,5,2StkuotzPgX5FpSjMpTvlw
2672,2672,April 12,Tender Love,Force M.D.'s,10,April 12,2,6D527hFJzl1vWSzosEbyQk
2673,2673,April 19,Why Can't This Be Love,Van Halen,3,May 17,5,0TaT50ZZxT4ytZxuqkE3A9
2674,2674,April 26,What Have You Done for Me Lately,Janet Jackson,4,May 17,6,2SFq0UIiBWkBgky0fkrHP0
2675,2675,April 26,Your Love,The Outfield,6,May 10,4,0WoFs3EdGOx58yX5BtXvOa
2676,2676,April 26,Take Me Home,Phil Collins,7,May 10,5,2s6wCS3vDZFPY9NOTlPXJZ
2677,2677,May 3,Greatest Love of All,Whitney Houston,1,May 17,7,6yJxCltgtmGxIgKOS6ndnu
2678,2678,May 10,Bad Boy,Miami Sound Machine,8,May 10,3,5AM6VOkN7ficA2O04f5JG1
2679,2679,May 10,If You Leave,Orchestral Manoeuvres in the Dark,4,May 31,5,38w6aqERgBYjyvWQsltcvs
2680,2680,May 17,Live to Tell,Madonna,1,June 7,6,095MMFhB9qxPx2VsmvjnUs
2681,2681,May 24,On My Own,Patti LaBelle and Michael McDonald,1,June 14,7,5HrVgmO1govSOrPUehW1VV
2682,2682,May 24,I Can't Wait,Nu Shooz,3,June 14,5,647q0KZHceDZTyLExHU0ue
2683,2683,May 24,All I Need Is a Miracle,Mike + the Mechanics,5,June 7,4,1VKXBgsRK7lWDSVbfANlf3
2684,2684,May 31,Something About You,Level 42,7,May 31,3,77NwdlKUIMS3gvvJeO5KK1
2685,2685,May 31,Is It Love,Mr. Mister,8,May 31,1,1YPXe8H3ea1UNhA9kjy3PC
2686,2686,May 31,Be Good to Yourself,Journey,9,May 31,1,2D5xQtVNi4o6F3Gh1qxD3Y
2687,2687,June 7,Crush on You,The Jets,3,June 21,5,2sYLlZU3FuCF8SKNeIvdKA
2688,2688,June 7,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1,July 5,7,1mP8BJQBRZWjSQLVmxQEyG
2689,2689,June 7,A Different Corner,George Michael,7,June 14,4,6khoye7kysa6cLGY0AO9dO
2690,2690,June 14,No One Is to Blame,Howard Jones,4,July 5,5,2K5LRXf7eGH9HzdeNPZc2a
2691,2691,June 21,Holding Back the Years,Simply Red,1,July 12,6,1yg7fwwYmx9DQ2TdXUmfpJ
2692,2692,June 21,Who's Johnny,El DeBarge,3,July 5,5,02RbmzVSbkxJVIqMNx47uY
2693,2693,June 21,Nothin' at All,Heart,10,June 21,1,4lCF99jVlxFpiAPCuvPfga
2694,2694,June 28,Invisible Touch,Genesis,1,July 19,6,0xpBr84T3FTm9j4D1MdPtk
2695,2695,June 28,Nasty,Janet Jackson,3,July 19,6,07OzC5JlcaDwEkzWmvqp6y
2696,2696,June 28,Sledgehammer,Peter Gabriel,1,July 26,7,4AUS8KNz7zX8XFu9L38GT0
2697,2697,July 5,Danger Zone,Kenny Loggins,2,July 26,6,34x6hEJgGAOQvmlMql5Ige
2698,2698,July 12,Your Wildest Dreams,The Moody Blues,9,July 12,2,1T4iwEA2ySieXjWxjiMVWs
2699,2699,July 12,Tuff Enuff,The Fabulous Thunderbirds,10,July 12,1,5A6NxpltFMv6jCsuA1qRHQ
2700,2700,July 19,Glory of Love,Peter Cetera,1,August 2,6,1eyq8cjUQ2daFthW2PC2GM
2701,2701,July 19,Love Touch,Rod Stewart,6,August 9,4,2YvXX5C1HdWq3IqqPpsD7i
2702,2702,July 26,Papa Don't Preach,Madonna,1,August 16,7,6A8OnjnpShshNpcqWtZRjr
2703,2703,July 26,Mad About You,Belinda Carlisle,3,August 9,6,1SWfuzL0VJx1oYnEtqueSr
2704,2704,July 26,Modern Woman,Billy Joel,10,July 26,1,1r7eJB9ITPJyII7JJgHIZj
2705,2705,August 2,We Don't Have to Take Our Clothes Off,Jermaine Stewart,5,August 9,4,7o9KG7iQY8KACz7PZXYpyv
2706,2706,August 2,Opportunities (Let's Make Lots of Money),Pet Shop Boys,10,August 2,1,4jgdKiZhbD6BlVMhCf4NJH
2707,2707,August 9,Higher Love,Steve Winwood,1,August 30,6,4ZExvJvQXPEeYzGU0N3THi
2708,2708,August 9,Venus,Bananarama,1,September 6,7,4XX1pFUkQOZTYp6Hb6a6Ae
2709,2709,August 9,Rumors,Timex Social Club,8,August 16,4,4yCmtYi6veZS3FcH9lp4O7
2710,2710,August 16,Dancing on the Ceiling,Lionel Richie,2,September 13,8,0snPJPxkk0MbTc0xeUvAPt
2711,2711,August 16,Take My Breath Away,Berlin,1,September 13,7,15MJ5NThPjj6xhPcts8MiY
2712,2712,August 16,The Edge of Heaven,Wham!,10,August 16,2,5AhRNIjYPBleR1lfHphcrE
2713,2713,August 30,Friends and Lovers,Gloria Loring and Carl Anderson,2,September 27,7,2HfKAe4ZlaJXjrggObJ24P
2714,2714,August 30,Sweet Freedom,Michael McDonald,7,August 30,3,4ZsYF5rjUXIwds6KNimPRo
2715,2715,August 30,Stuck with You,Huey Lewis and the News,1,September 20,7,2cFl7utlqyZjCXN1G5nRvA
2716,2716,September 6,Words Get in the Way,Miami Sound Machine,5,September 20,3,5xbqrbNPBTAOGDA6GD3O46
2717,2717,September 6,Walk This Way,Run–D.M.C.,4,September 27,5,6qUEOWqOzu1rLPUPQ1ECpx
2718,2718,September 13,Baby Love,Regina,10,September 13,2,3rcnYDkwbKNVV0PiB8ONUQ
2719,2719,September 20,Don't Forget Me (When I'm Gone),Glass Tiger,2,October 11,5,2G0ioyDyvIT1hu71VePzOL
2720,2720,September 20,Dreamtime,Daryl Hall,5,October 4,4,7kZZ2Hmkg1zfwrQLsmypNE
2721,2721,September 27,When I Think of You,Janet Jackson,1,October 11,6,3mJ6pNcFM2CkykCYSREdKT
2722,2722,September 27,Two of Hearts,Stacey Q,3,October 11,4,2dURQIBrw3XcHyVZlfdpC1
2723,2723,September 27,Love Zone,Billy Ocean,10,September 27,1,1mP8BJQBRZWjSQLVmxQEyG
2724,2724,October 4,Throwing It All Away,Genesis,4,October 11,4,1dMilrhgON9TIGPVdWG2dX
2725,2725,October 4,Typical Male,Tina Turner,2,October 18,6,2fjJt3OQ8MPaZ3LMzAWiTA
2726,2726,October 11,Heartbeat,Don Johnson,5,October 18,3,01xc0Rvv19F2p2wno0KUF4
2727,2727,October 11,True Colors,Cyndi Lauper,1,October 25,6,2A6yzRGMgSQCUapR2ptm6A
2728,2728,October 18,I Didn't Mean to Turn You On,Robert Palmer,2,November 8,5,4JF9MKFo5i85o5ap1JHKYE
2729,2729,October 18,All Cried Out,Lisa Lisa and Cult Jam,8,October 25,3,0046quUYhSAFccrKIC3Iht
2730,2730,October 18,A Matter of Trust,Billy Joel,10,October 18,1,6J212smZzpeOCYQ9DITMSC
2731,2731,October 25,Amanda,Boston,1,November 8,6,4gpext9x0CbdD9NWaa4nDj
2732,2732,October 25,Human,The Human League,1,November 22,7,3L7RtEcu1Hw3OXrpnthngx
2733,2733,October 25,Sweet Love,Anita Baker,8,November 1,2,4xVXe1VS5zlQyECVk6GRrL
2734,2734,November 1,True Blue,Madonna,3,November 15,5,6r8k1vznHrzlEKYxL4dZEe
2735,2735,November 1,Take Me Home Tonight,Eddie Money,4,November 15,4,7b4yGtR0rujvLi5EBfKKJ2
2736,2736,November 8,You Give Love a Bad Name,Bon Jovi,1,November 29,6,0rmGAIH9LNJewFw7nKzZnc
2737,2737,November 8,Word Up!,Cameo,6,November 22,5,7LoGfKBAaOl0nxhodJ1240
2738,2738,November 8,The Rain,Juice,9,November 15,2,7FesdPPnPPE70f4Xyjv71H
2739,2739,November 15,The Next Time I Fall,Peter Cetera and Amy Grant,1,December 6,6,7zSDDsIlks515d0tZGM64x
2740,2740,November 22,Hip to Be Square,Huey Lewis and the News,3,December 6,5,648BMGrt98kUbLo24A4vgj
2741,2741,November 22,The Way It Is,Bruce Hornsby and the Range,1,December 13,8,6V50MyHPGhEmwYu0Wdyf0t
2742,2742,November 22,Love Will Conquer All,Lionel Richie,9,November 29,3,6nbi2AJ9hAi2SE8jH6mRKV
2743,2743,November 29,Walk Like an Egyptian,The Bangles,1,December 20,8,5L6HNuXN71bfeuKXYtRasF
2744,2744,December 6,Everybody Have Fun Tonight,Wang Chung,2,December 27,7,6qBSGvyUzqNQv8XtnzCr9n
2745,2745,December 6,To Be a Lover,Billy Idol,6,December 20,3,4nBzre6D0UrQFj1s8z45e1
2746,2746,December 13,Stand by Me,Ben E. King,9,December 20,4,3SdTKo2uVsxFblQjpScoHy
2747,2747,December 27,War,Bruce Springsteen and the E Street Band,8,December 27,3,2CWQfRB7l1bGYVBckaJJUT
2748,2748,December 27,Don't Get Me Wrong,The Pretenders,10,December 27,2,3tuvCodOLQZ7nmfZ4XHf5Y
2749,2749,December 13,Notorious,Duran Duran,2,January 10,6,75ZEOYLVJL3t38FBv7n9j4
2750,2750,December 13,Shake You Down,Gregory Abbott,1,January 17,8,7wQ9alB79WZb0F5gFLbxSh
2751,2751,December 20,C'est la Vie,Robbie Nevil,2,January 17,7,7nx6bmfojpAW4SCwoZM13B
2752,2752,December 27,Control,Janet Jackson,5,January 24,6,3mJ6pNcFM2CkykCYSREdKT
2753,2753,January 10,At This Moment,Billy Vera and the Beaters,1,January 24,6,136nAEqaPwbQguey2Unze7
2754,2754,January 10,Is This Love,Survivor,9,January 17,3,6rt4FH5qFgXGmyhgKmlJcL
2755,2755,January 17,Open Your Heart,Madonna,1,February 7,6,3kme5Qos8h04yrKxsgur79
2756,2756,January 17,Land of Confusion,Genesis,4,January 31,4,6twIBPybEvGydyNzNz89FT
2757,2757,January 24,Someday,Glass Tiger,7,January 24,3,3dP6JMPtcDU5njCHITwJmO
2758,2758,January 24,Change of Heart,Cyndi Lauper,3,February 14,5,4Kvz5bhHNYPSaGnQ7PsTBi
2759,2759,January 24,Victory,Kool & the Gang,10,January 24,1,1089tBrasHIE2g91xuy0QV
2760,2760,January 31,Livin' on a Prayer,Bon Jovi,1,February 14,7,37ZJ0p5Jm13JPevGcx4SkF
2761,2761,January 31,Touch Me (I Want Your Body),Samantha Fox,4,February 14,4,0z3WXu8NBUDOOLlLqFU6qT
2762,2762,February 7,Keep Your Hands to Yourself,The Georgia Satellites,2,February 21,5,5tORtBzHUAnNrIw5Ql3kHZ
2763,2763,February 7,Will You Still Love Me?,Chicago,3,February 21,4,0Wv3aY6gApoT3oKBYIqvXb
2764,2764,February 7,We're Ready,Boston,9,February 14,2,33lj1WVboFiKGLBdxOzSAl
2765,2765,February 14,Jacob's Ladder,Huey Lewis and the News,1,March 14,6,0huRoriGPIi0vSHFV2f3C9
2766,2766,February 14,Ballerina Girl,Lionel Richie,7,February 21,3,2fNx5nTZGjniOMT5FMcTyE
2767,2767,February 21,You Got It All,The Jets,3,March 7,4,1ePdl4tZOfuE730uEWfyKU
2768,2768,February 21,Love You Down,Ready for the World,9,February 21,1,6F0pF9du4C3BFDS0Lu52Mn
2769,2769,February 28,Somewhere Out There,Linda Ronstadt and James Ingram,2,March 14,5,6Zd6gSMyyjSybIw4lK9Ecy
2770,2770,February 28,Respect Yourself,Bruce Willis,5,March 7,4,0kCZaMtxJtEGTSyMllPTNn
2771,2771,February 28,(You Gotta) Fight for Your Right (To Party!),Beastie Boys,7,March 7,2,2QvIOJ4EIz4MIwWRpKG4mi
2772,2772,February 28,Big Time,Peter Gabriel,8,March 7,4,6IuOHB4yZcU935GKqT1K6I
2773,2773,March 7,Mandolin Rain,Bruce Hornsby and the Range,4,March 21,5,3T8Ye4NB0MQhcEcxzMdAuH
2774,2774,March 7,Let's Wait Awhile,Janet Jackson,2,March 21,5,3333YXdcyths5CB8v28dZj
2775,2775,March 14,Lean on Me,Club Nouveau,1,March 21,6,28sxgM4sBLWbHq9KbOLuE8
2776,2776,March 14,Nothing's Gonna Stop Us Now,Starship,1,April 4,8,3X7uFMzJrEE0sxn62qd8Ch
2777,2777,March 21,"Tonight, Tonight, Tonight",Genesis,3,April 4,4,3qmYlsTbC9CD9SGoVmaEDa
2778,2778,March 21,Come Go with Me,Exposé,5,April 4,5,5a3QwvHiJO4fKWJqsPkJvB
2779,2779,March 28,The Final Countdown,Europe,8,March 28,2,3MrRksHupTVEQ7YbA0FsZK
2780,2780,March 28,Don't Dream It's Over,Crowded House,2,April 25,7,7G7tgVYORlDuVprcYHuFJh
2781,2781,March 28,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,1,April 18,7,2gJDyiRxxIglLXp545SPVL
2782,2782,April 4,Let's Go!,Wang Chung,9,April 11,2,1lrafepXruMZB5qHCNqy88
2783,2783,April 11,Sign o' the Times,Prince,3,April 25,5,7CqFMR3yj95Yuwagq5XsLR
